uuid,titre,nb_postes,statut,rome_code,date_debut,ville,type_contrat,nb_jours_contrat,nb_mois_contrat,nb_annees_contrat,diplome_obligatoire,niveau_etude,region_sud,region_nord,region_ile,created_at,updated_at,diplome,description,telephone,email,source,source_id,employer_id,ridet,designation,forme_juridique,enseigne,ville_physique,adresse_physique,rome_code_v3
20260602486e,Agent polyvalent,1,ACTIVE,H3302,2024-12-16 11:00:00+11:00,MARE,CDD,0,0,0,false,4,false,false,true,2026-06-02 21:40:40+11:00,2026-06-19 15:00:11+11:00,,"<b> Agent Polyvalent</b> pour effectuer de l'archivage, de l'inventaire et intervenir sur le terrain. Titulaire d'un Baccalauréat, avoir des connaissances en informatique et dynamique. Un CDD de 2 semaines, <b>Lieu de travail:</b> MARE",,com-epife@epefip.nc,"Pour toute information complémentaire concernant cette offre d'emploi, vous pouvez contacter les conseillers de l'EPIFE à l'adresse suivante : <a href=""mailto:com-epife@epefip.nc?subject=Offre%20ODE%20%23145057%20-%20Agent%20polyvalent%20%28r%C3%A9f.%20Guichet%2020260602486e%29"">com-epife@epefip.nc</a>. En cliquant sur ce lien, l'objet de votre message est automatiquement renseigné avec la référence de l'offre. Sinon, merci d'indiquer impérativement le n° de l'offre dans votre message, sans quoi votre demande ne pourra pas être traitée.",ODE,,,,,,,,H3302
202606028861,Employé / Employée de libre-service,1,ACTIVE,D1507,2025-03-19 11:00:00+11:00,LIFOU,CDD,0,3,0,false,3,false,false,true,2026-06-02 21:40:40+11:00,2026-06-19 15:00:13+11:00,,"Réceptionner les marchandises, les produits et contrôler la conformité de la livraison

Acheminer les produits en rayon et les installer en tête de gondoles, sur les linéaires

Effectuer/contrôler le balisage et l'étiquetage des produits en rayon 

Suivre l'état des stocks, identifier les besoins en approvisionnement et établir les commandes

Effectuer l'entretien et le nettoyage de l'espace de vente et des produits en rayon

Contrôler l'état et la conservation des produits périssables et retirer les produits impropres à la vente",,com-epife@epefip.nc,"Pour toute information complémentaire concernant cette offre d'emploi, vous pouvez contacter les conseillers de l'EPIFE à l'adresse suivante : <a href=""mailto:com-epife@epefip.nc?subject=Offre%20ODE%20%23145735%20-%20Employ%C3%A9%20%2F%20Employ%C3%A9e%20de%20libre-service%20%28r%C3%A9f.%20Guichet%20202606028861%29"">com-epife@epefip.nc</a>. En cliquant sur ce lien, l'objet de votre message est automatiquement renseigné avec la référence de l'offre. Sinon, merci d'indiquer impérativement le n° de l'offre dans votre message, sans quoi votre demande ne pourra pas être traitée.",ODE,,,,,,,,D1507
202606022938,Assistant / Assistante de vie,1,ACTIVE,K1302,2025-06-26 11:00:00+11:00,LIFOU,CDD,0,0,0,false,SANS_DIPLOME,false,false,true,2026-06-02 21:40:40+11:00,2026-06-19 15:00:14+11:00,,"Sous l'autorité de la cheffe du service des prestations d’accompagnements de Vie (PAV), l’intéressé(e) exercera les missions suivantes :
Accompagner les personnes en perte d’autonomie dans les actes de la vie quotidienne dans leurs lieux de vie, soit à domicile, soit en milieu scolaire ou en loisirs selon les indications données par le CHD dans le plan d’accompagnement personnalisé des personnes concernées :
•
A domicile :
o
Dans les actes essentiels : Aider au transfert, aider au change et à l’habillage
o
Dans les actes ordinaires : Aider au ménage, à l’entretien du linge, à la préparation du repas
o
Dans la vie sociale : Apporter de l’aide relationnelle.
•
En milieu scolaire :
o
Accompagner la socialisation et les apprentissages de base des enfants.
•
En loisirs",,com-epife@epefip.nc,"Pour toute information complémentaire concernant cette offre d'emploi, vous pouvez contacter les conseillers de l'EPIFE à l'adresse suivante : <a href=""mailto:com-epife@epefip.nc?subject=Offre%20ODE%20%23146022%20-%20Assistant%20%2F%20Assistante%20de%20vie%20%28r%C3%A9f.%20Guichet%20202606022938%29"">com-epife@epefip.nc</a>. En cliquant sur ce lien, l'objet de votre message est automatiquement renseigné avec la référence de l'offre. Sinon, merci d'indiquer impérativement le n° de l'offre dans votre message, sans quoi votre demande ne pourra pas être traitée.",ODE,,,,,,,,K1302
20260602ce78,Chauffeur-livreur / Chauffeuse-livreuse,1,ACTIVE,N4105,2024-07-08 11:00:00+11:00,LIFOU,CDI,0,0,0,false,SANS_DIPLOME,false,false,true,2026-06-02 21:40:40+11:00,2026-06-19 15:00:10+11:00,,"SARL PEAT SERVICES recrute chauffeur-livreur ayant pour mission principale la livraison de repas
Expérience souhaitée: 3 ans
Permis B obligatoire
Horaires: Du Lundi au vendredi de 8h à 12h",,com-epife@epefip.nc,"Pour toute information complémentaire concernant cette offre d'emploi, vous pouvez contacter les conseillers de l'EPIFE à l'adresse suivante : <a href=""mailto:com-epife@epefip.nc?subject=Offre%20ODE%20%23144756%20-%20Chauffeur-livreur%20%2F%20Chauffeuse-livreuse%20%28r%C3%A9f.%20Guichet%2020260602ce78%29"">com-epife@epefip.nc</a>. En cliquant sur ce lien, l'objet de votre message est automatiquement renseigné avec la référence de l'offre. Sinon, merci d'indiquer impérativement le n° de l'offre dans votre message, sans quoi votre demande ne pourra pas être traitée.",ODE,,,,,,,,N4105
20260602d8f1,Pharmacien / Pharmacienne,1,ACTIVE,J1202,2025-06-01 11:00:00+11:00,MARE,CDD,0,0,0,false,SANS_DIPLOME,false,false,true,2026-06-02 21:40:40+11:00,2026-06-19 15:00:13+11:00,,"<b>1 pharmacien/pharmacienne</b> titulaire du diplôme d'état de docteur en pharmacie exigé pour exercer en officine, contrôler les délivrances, transmettre les commandes et les réceptionner, apporter un appui technique et scientifique pour le personnel, transmettre les bordereaux auprès des différentes organismes CAFAT, mutuelles et provinces, être en lien avec le personnel médical des dispensaires et autres services médicaux. Maitrise du logiciel Pharmax exigé, Maîtrise de l'anglais exigé, Permis de conduire exigé, avoir de la rigueur, sens relationnel, manager, <b>CDD poste basé sur Maré</b>",,com-epife@epefip.nc,"Pour toute information complémentaire concernant cette offre d'emploi, vous pouvez contacter les conseillers de l'EPIFE à l'adresse suivante : <a href=""mailto:com-epife@epefip.nc?subject=Offre%20ODE%20%23145773%20-%20Pharmacien%20%2F%20Pharmacienne%20%28r%C3%A9f.%20Guichet%2020260602d8f1%29"">com-epife@epefip.nc</a>. En cliquant sur ce lien, l'objet de votre message est automatiquement renseigné avec la référence de l'offre. Sinon, merci d'indiquer impérativement le n° de l'offre dans votre message, sans quoi votre demande ne pourra pas être traitée.",ODE,,,,,,,,J1202
20260602fa4e,Surveillant / Surveillante en milieu scolaire,1,ACTIVE,K2104,2025-06-23 11:00:00+11:00,OUVEA,CDD,0,0,0,false,SANS_DIPLOME,false,false,true,2026-06-02 21:40:40+11:00,2026-06-19 15:00:14+11:00,,"<b>1 Éducateur externat / internat H/F</b>Sous la responsabilité du chef d’établissement, rattaché à la vie scolaire, assure la surveillance, l’accompagnement et la sécurité des élèves. Aura la charge de surveiller les élèves et contrôler le respect du règlement intérieur de l'établissement d’enseignement, d’assurer des permanences d’accueil, le secrétariat lié à la fonction (relevé retards, absences, appels aux familles, demandes de justificatifs, saisie d’informations sur pronote, messages aux familles…), d’animer hors du temps de classe des actions éducatives ou périscolaires. Titulaire du Bac ou formation dans le domaine de l’accompagnement d’adolescent. Permis B souhaité. Pack office et logiciels. CDD du 22/04/25 au 06/06/25.<b> Lieu de travail : Collège G DOUARRE- OUVEA</b>",,com-epife@epefip.nc,"Pour toute information complémentaire concernant cette offre d'emploi, vous pouvez contacter les conseillers de l'EPIFE à l'adresse suivante : <a href=""mailto:com-epife@epefip.nc?subject=Offre%20ODE%20%23145999%20-%20Surveillant%20%2F%20Surveillante%20en%20milieu%20scolaire%20%28r%C3%A9f.%20Guichet%2020260602fa4e%29"">com-epife@epefip.nc</a>. En cliquant sur ce lien, l'objet de votre message est automatiquement renseigné avec la référence de l'offre. Sinon, merci d'indiquer impérativement le n° de l'offre dans votre message, sans quoi votre demande ne pourra pas être traitée.",ODE,,,,,,,,K2104
202606023ce9,Agent polyvalent,1,ACTIVE,H3302,2025-01-06 11:00:00+11:00,OUVEA,CDD,0,0,0,false,4,false,false,true,2026-06-02 21:40:40+11:00,2026-06-19 15:00:10+11:00,,"<b> Agent Polyvalent</b> pour effectuer de l'archivage, de l'inventaire et intervenir sur le terrain. Titulaire d'un Baccalauréat, avoir des connaissances en informatique et dynamique. Un CDD de 2 semaines, <b>Lieu de travail:</b> OUVEA",,com-epife@epefip.nc,"Pour toute information complémentaire concernant cette offre d'emploi, vous pouvez contacter les conseillers de l'EPIFE à l'adresse suivante : <a href=""mailto:com-epife@epefip.nc?subject=Offre%20ODE%20%23145052%20-%20Agent%20polyvalent%20%28r%C3%A9f.%20Guichet%20202606023ce9%29"">com-epife@epefip.nc</a>. En cliquant sur ce lien, l'objet de votre message est automatiquement renseigné avec la référence de l'offre. Sinon, merci d'indiquer impérativement le n° de l'offre dans votre message, sans quoi votre demande ne pourra pas être traitée.",ODE,,,,,,,,H3302
202606025c57,Professeur / Professeure d'enseignement général des collèges -PEGC-,1,ACTIVE,K2107,2025-02-14 11:00:00+11:00,MARE,CDI,0,0,0,false,6,false,false,true,2026-06-02 21:40:40+11:00,2026-06-19 15:00:12+11:00,,"L’association Scolaire de l’Enseignement Protestant Maré Hnaran Taremen (ASEPMHT) recrute </1 Professeur d'anglais/espagnol (H/F) >sera chargé d'enseigner aux élèves ces 2 disciplines selon les programmes d'enseignement nationaux ; <diplôme de niveau 6 (BAC+3) en Licence Lettres étrangères appliquées> exigés complété par une expérience confirmée à un poste équivalent de 3 souhaité. Permis B souhaité. Logement fourni. CDI (19h/semaine). Lieu de travail : Tuo, Mare.",,com-epife@epefip.nc,"Pour toute information complémentaire concernant cette offre d'emploi, vous pouvez contacter les conseillers de l'EPIFE à l'adresse suivante : <a href=""mailto:com-epife@epefip.nc?subject=Offre%20ODE%20%23145500%20-%20Professeur%20%2F%20Professeure%20d%27enseignement%20g%C3%A9n%C3%A9ral%20des%20coll%C3%A8ges%20-PEGC-%20%28r%C3%A9f.%20Guichet%20202606025c57%29"">com-epife@epefip.nc</a>. En cliquant sur ce lien, l'objet de votre message est automatiquement renseigné avec la référence de l'offre. Sinon, merci d'indiquer impérativement le n° de l'offre dans votre message, sans quoi votre demande ne pourra pas être traitée.",ODE,,,,,,,,K2107
20260602065b,Caissier / Employé polyvalent en libre-service,1,ACTIVE,D1505,2025-02-11 11:00:00+11:00,LIFOU,CDD,0,0,0,false,SANS_DIPLOME,false,false,true,2026-06-02 21:40:40+11:00,2026-06-19 15:00:12+11:00,,"Tenue d'un poste de caisse, Approvisionnement et réassort des rayons, accueil client, enregistrements et encaissements des produits.
Expérience exigée : 2 ans dans un commerce d'alimentation",,com-epife@epefip.nc,"Pour toute information complémentaire concernant cette offre d'emploi, vous pouvez contacter les conseillers de l'EPIFE à l'adresse suivante : <a href=""mailto:com-epife@epefip.nc?subject=Offre%20ODE%20%23145566%20-%20Caissier%20%2F%20Employ%C3%A9%20polyvalent%20en%20libre-service%20%28r%C3%A9f.%20Guichet%2020260602065b%29"">com-epife@epefip.nc</a>. En cliquant sur ce lien, l'objet de votre message est automatiquement renseigné avec la référence de l'offre. Sinon, merci d'indiquer impérativement le n° de l'offre dans votre message, sans quoi votre demande ne pourra pas être traitée.",ODE,,,,,,,,D1505
2026060268e9,Assistant territorial / Assistante territoriale d'enseignement,1,ACTIVE,K2107,2025-03-17 11:00:00+11:00,LIFOU,CDD,0,0,0,false,SANS_DIPLOME,false,false,true,2026-06-02 21:40:40+11:00,2026-06-19 15:00:11+11:00,,"-      Poste d’assistant de langues vivantes étrangères (anglais)
-       La description des tâches ou missions liées au poste : organisation d’ateliers de conversation, soutien aux collégiens et lycéens. 
-       Le diplôme requis: être obligatoirement inscrit dans un cursus universitaire dans une université du pays d’origine, pas de diplôme minimum requis. 
-       L'expérience demandée en termes d'année : pas d’expérience particulière exigée.
-       Connaissances et compétences requises : maîtrise basique de la langue française.
-       Type et la durée du contrat : contrat de 7 mois ( mi-mars à mi-octobre 2025) dans le cadre du programme national et diplomatique d’échange d’assistants de langue vivante.
-       Lieu de travail : 
Collège Laura Boula Lifou et Lycée William Haudra Lifou
-       Horaires / Temps complet ou partiel : 12h par semaine.
-       Salaire : 180 000 cfp/ mois",,com-epife@epefip.nc,"Pour toute information complémentaire concernant cette offre d'emploi, vous pouvez contacter les conseillers de l'EPIFE à l'adresse suivante : <a href=""mailto:com-epife@epefip.nc?subject=Offre%20ODE%20%23145062%20-%20Assistant%20territorial%20%2F%20Assistante%20territoriale%20d%27enseignement%20%28r%C3%A9f.%20Guichet%202026060268e9%29"">com-epife@epefip.nc</a>. En cliquant sur ce lien, l'objet de votre message est automatiquement renseigné avec la référence de l'offre. Sinon, merci d'indiquer impérativement le n° de l'offre dans votre message, sans quoi votre demande ne pourra pas être traitée.",ODE,,,,,,,,K2107
20260602375a,Professeur de SVT & Physique Chimie,1,ACTIVE,K2107,2024-05-02 11:00:00+11:00,OUVEA,CDD,0,0,0,false,SANS_DIPLOME,false,false,true,2026-06-02 21:40:40+11:00,2026-06-19 15:00:10+11:00,,"<b>1 Enseignant de SVT & Physique Chimie (H/F)< /b> aura la charge de transmettre les connaissances et compétences se rapportant au programme de SVT & Physique Chimie au collège, prendre part aux activités organisées au sein de l’établissement, participer aux réunions pédagogiques et travailler en équipe.
<b>Diplôme requis< /b> : Licence en SVT ou Physique Chimie.
CDD à Mi-temps (9 heures) Lieu de travail : Collège Eben eza Ouvéa",,com-epife@epefip.nc,"Pour toute information complémentaire concernant cette offre d'emploi, vous pouvez contacter les conseillers de l'EPIFE à l'adresse suivante : <a href=""mailto:com-epife@epefip.nc?subject=Offre%20ODE%20%23144645%20-%20Professeur%20de%20SVT%20%26%20Physique%20Chimie%20%28r%C3%A9f.%20Guichet%2020260602375a%29"">com-epife@epefip.nc</a>. En cliquant sur ce lien, l'objet de votre message est automatiquement renseigné avec la référence de l'offre. Sinon, merci d'indiquer impérativement le n° de l'offre dans votre message, sans quoi votre demande ne pourra pas être traitée.",ODE,,,,,,,,K2107
20260602e20b,Agent polyvalent,1,ACTIVE,H3302,2024-12-16 11:00:00+11:00,OUVEA,CDD,0,0,0,false,4,false,false,true,2026-06-02 21:40:40+11:00,2026-06-19 15:00:11+11:00,,"<b> Agent Polyvalent</b> pour effectuer de l'archivage, de l'inventaire et intervenir sur le terrain. Titulaire d'un Baccalauréat, avoir des connaissances en informatique et dynamique. Un CDD de 2 semaines, <b>Lieu de travail:</b> OUVEA",,com-epife@epefip.nc,"Pour toute information complémentaire concernant cette offre d'emploi, vous pouvez contacter les conseillers de l'EPIFE à l'adresse suivante : <a href=""mailto:com-epife@epefip.nc?subject=Offre%20ODE%20%23145055%20-%20Agent%20polyvalent%20%28r%C3%A9f.%20Guichet%2020260602e20b%29"">com-epife@epefip.nc</a>. En cliquant sur ce lien, l'objet de votre message est automatiquement renseigné avec la référence de l'offre. Sinon, merci d'indiquer impérativement le n° de l'offre dans votre message, sans quoi votre demande ne pourra pas être traitée.",ODE,,,,,,,,H3302
202606023b34,Agent polyvalent,1,ACTIVE,H3302,2024-12-16 11:00:00+11:00,MARE,CDD,0,0,0,false,4,false,false,true,2026-06-02 21:40:40+11:00,2026-06-19 15:00:11+11:00,,"<b> Agent Polyvalent</b> pour aider les équipes, effectuer l'inventaire et des interventions sur chantiers. Avoir de bonne condition physique, des connaissances en informatique et dynamique. Un CDD de 2 semaines, <b>Lieu de travail:</b> MARE",,com-epife@epefip.nc,"Pour toute information complémentaire concernant cette offre d'emploi, vous pouvez contacter les conseillers de l'EPIFE à l'adresse suivante : <a href=""mailto:com-epife@epefip.nc?subject=Offre%20ODE%20%23145056%20-%20Agent%20polyvalent%20%28r%C3%A9f.%20Guichet%20202606023b34%29"">com-epife@epefip.nc</a>. En cliquant sur ce lien, l'objet de votre message est automatiquement renseigné avec la référence de l'offre. Sinon, merci d'indiquer impérativement le n° de l'offre dans votre message, sans quoi votre demande ne pourra pas être traitée.",ODE,,,,,,,,H3302
202606028c0a,Peintre en bâtiment,4,ACTIVE,F1606,2025-04-28 11:00:00+11:00,LIFOU,CDD,0,1,0,false,SANS_DIPLOME,false,false,true,2026-06-02 21:40:40+11:00,2026-06-19 15:00:14+11:00,,Embauche de 4 peintres en signalisation sur route CDD 1 MOIS - Peinture sur Route de la tribu de Mou à Kejënyi 98820 Commune de Lifou,,com-epife@epefip.nc,"Pour toute information complémentaire concernant cette offre d'emploi, vous pouvez contacter les conseillers de l'EPIFE à l'adresse suivante : <a href=""mailto:com-epife@epefip.nc?subject=Offre%20ODE%20%23145846%20-%20Peintre%20en%20b%C3%A2timent%20%28r%C3%A9f.%20Guichet%20202606028c0a%29"">com-epife@epefip.nc</a>. En cliquant sur ce lien, l'objet de votre message est automatiquement renseigné avec la référence de l'offre. Sinon, merci d'indiquer impérativement le n° de l'offre dans votre message, sans quoi votre demande ne pourra pas être traitée.",ODE,,,,,,,,F1606
20260602e629,Caissier / Caissière en libre-service,1,ACTIVE,D1505,2024-11-01 11:00:00+11:00,LIFOU,CDI,0,0,0,false,SANS_DIPLOME,false,false,true,2026-06-02 21:40:40+11:00,2026-06-19 15:00:11+11:00,,Employée polyvalente de commerce/ Caissière,,com-epife@epefip.nc,"Pour toute information complémentaire concernant cette offre d'emploi, vous pouvez contacter les conseillers de l'EPIFE à l'adresse suivante : <a href=""mailto:com-epife@epefip.nc?subject=Offre%20ODE%20%23145221%20-%20Caissier%20%2F%20Caissi%C3%A8re%20en%20libre-service%20%28r%C3%A9f.%20Guichet%2020260602e629%29"">com-epife@epefip.nc</a>. En cliquant sur ce lien, l'objet de votre message est automatiquement renseigné avec la référence de l'offre. Sinon, merci d'indiquer impérativement le n° de l'offre dans votre message, sans quoi votre demande ne pourra pas être traitée.",ODE,,,,,,,,D1505
20260602d625,Animateur / Animatrice d'espace multimédia,1,ACTIVE,G1202,2025-01-31 11:00:00+11:00,LIFOU,CDD,0,0,0,false,SANS_DIPLOME,false,false,true,2026-06-02 21:40:40+11:00,2026-06-19 15:00:12+11:00,,"L'association jeunesse informatique recherche un animateur/animatrice jeunesse et cyberespace titulaire d'un baccalauréat avec une maîtrise des outils informatiques, numériques et bureautique,  permis souhaité avec le BAFA.
les missions seraient : 
-  l'animation des ateliers autour du numérique et de l'informatique.
-  l'animation d'espace numérique
- l'animation d'ateliers jeunes. 
CDD à temps complet du lundi au jeudi de 07h45 à 16h30 et le vendredi de 07h45 à 15h30.",,com-epife@epefip.nc,"Pour toute information complémentaire concernant cette offre d'emploi, vous pouvez contacter les conseillers de l'EPIFE à l'adresse suivante : <a href=""mailto:com-epife@epefip.nc?subject=Offre%20ODE%20%23145499%20-%20Animateur%20%2F%20Animatrice%20d%27espace%20multim%C3%A9dia%20%28r%C3%A9f.%20Guichet%2020260602d625%29"">com-epife@epefip.nc</a>. En cliquant sur ce lien, l'objet de votre message est automatiquement renseigné avec la référence de l'offre. Sinon, merci d'indiquer impérativement le n° de l'offre dans votre message, sans quoi votre demande ne pourra pas être traitée.",ODE,,,,,,,,G1202
202606029ca1,Conseiller / Conseillère en organisation d'entreprise,1,ACTIVE,M1402,2024-12-26 11:00:00+11:00,LIFOU,CDD,0,0,0,false,SANS_DIPLOME,false,false,true,2026-06-02 21:40:40+11:00,2026-06-19 15:00:12+11:00,,"La Case de l'Entreprise -LABECO Recrute un(e) technicien (ne) PME/PMI sous CDD d'un an. Poste à pourvoi a compter du 10 février 2025 à Lifou.
Mission:  Sous la responsabilité de la direction le ou la technicien (ne) est chargé (e) du conseil et de l'accompagnement technico-économique des entreprises et des porteurs de projets économiques.
Tâches: Aide à la gestion RH des Adhérents  et à la saisie comptable.
Profil: Titulaire d'un BAc à BAc +2/ Expérience professionnelle souhaitée dans le domaine RH et ou l'analyse financière des projets économiques/ Maîtrise du Pack office.
Qualités: Organisé (e), méthodique et rigoureux (se)/ autonome et faisant preuve d'esprit de collaboration et  d'équipe.
Poste basé à Lifou  et requiert une certaine polyvalence.",,com-epife@epefip.nc,"Pour toute information complémentaire concernant cette offre d'emploi, vous pouvez contacter les conseillers de l'EPIFE à l'adresse suivante : <a href=""mailto:com-epife@epefip.nc?subject=Offre%20ODE%20%23145328%20-%20Conseiller%20%2F%20Conseill%C3%A8re%20en%20organisation%20d%27entreprise%20%28r%C3%A9f.%20Guichet%20202606029ca1%29"">com-epife@epefip.nc</a>. En cliquant sur ce lien, l'objet de votre message est automatiquement renseigné avec la référence de l'offre. Sinon, merci d'indiquer impérativement le n° de l'offre dans votre message, sans quoi votre demande ne pourra pas être traitée.",ODE,,,,,,,,M1402
2026060272cd,Manoeuvre bâtiment,4,ACTIVE,F1704,2024-04-18 11:00:00+11:00,MARE,CDD,0,0,0,false,3,false,false,true,2026-06-02 21:40:40+11:00,2026-06-19 15:00:10+11:00,,"L'OCEANIC ELECTRIC, recrute un manœuvre, un poste de CDC pour Maré. Localisation du poste Maré. Sous l'autorité du chef d'équipe, l'intéressé(e) exercera les missions suivantes :
Effectuer les travaux VRD de la société, fouilles, fondations, exécution de tranchées, conduite d'engins, tirage de câbles souterrains, pose de TPC, dépose et pose de murets technique et tous travaux de génie civils, ainsi que tous les travaux entrant dans le cadre des marchés de travaux traités par la société et tous types de travaux futurs; Préparer des matériaux; Réparation, d'entretien ou de démolition de bâtiments; Diverses tâches, simples ou ardues. 
Diplôme requis : BEP CAP Maintenance Industriel Mécanique... Connaissances et compétences requises (permis, langues, logiciel...) : Expérience dans la conduite d'engin, compétence en hydraulique, électronique, pneumatique serait un plus, connaissances techniques et mécaniques approfondies, esprit d'équipe, esprit d'analyse, de réflexion et d'observation pour détecter les pannes, rigueur, méthode et organisation. Permis B (exigés)",,com-epife@epefip.nc,"Pour toute information complémentaire concernant cette offre d'emploi, vous pouvez contacter les conseillers de l'EPIFE à l'adresse suivante : <a href=""mailto:com-epife@epefip.nc?subject=Offre%20ODE%20%23144598%20-%20Manoeuvre%20b%C3%A2timent%20%28r%C3%A9f.%20Guichet%202026060272cd%29"">com-epife@epefip.nc</a>. En cliquant sur ce lien, l'objet de votre message est automatiquement renseigné avec la référence de l'offre. Sinon, merci d'indiquer impérativement le n° de l'offre dans votre message, sans quoi votre demande ne pourra pas être traitée.",ODE,,,,,,,,F1704
202606021c4f,Assistant en formation des entreprises,1,ACTIVE,M1605,2024-06-24 11:00:00+11:00,LIFOU,CDD,0,3,0,false,5,false,false,true,2026-06-02 21:40:40+11:00,2026-06-19 15:00:10+11:00,,"LA CASE DE L'ENTREPRISE RECRUTE UNE ASSISTANTE EN FORMATION DES ENTREPRISES sous CDD de 3 mois - Poste à pouvoir à compter du 24 juin 2024.

La Case de l'entreprise-Labeco est une association de loi 1901 ayant pour vocation l'accompagnement des entreprises des îles Loyauté dans différents domaines (gestion, RH, Formation, fiscalité, social etc...)

Son siège social est situé à Wé-Lifou.

Missions: Sous la responsabilité de la direction, l'assistant(e) en formation des entreprises assurera les missions suivantes: 
- Participation à la réalisation, à la gestion administrative et logistique des formations programmées en étroite collaboration avec les partenaires
- Conseil et assistance des entreprises en activité dans le domaine de la formation
- Suivi et évaluation des actions de formation

Profil et connaissances requises:
- Titulaire d'une BAC à BAC+2
- Expérience professionnelle souhaitée dans la conduite d'actions de formation et dans le domaine RH
- Connaissance du droit du travail et de la formation notamment professionnelle et continue
- Maîtrise des outils informatiques et des nouvelles technologies
- Titulaire du Permis B

Qualités souhaitées:
- Organisé(e), méthodique, rigoureux(se)
- Autonome et faisant preuve d'esprit de collaboration et d'un sens de travail en équipe
- Capacités rédactionnelles et de communication",,com-epife@epefip.nc,"Pour toute information complémentaire concernant cette offre d'emploi, vous pouvez contacter les conseillers de l'EPIFE à l'adresse suivante : <a href=""mailto:com-epife@epefip.nc?subject=Offre%20ODE%20%23144715%20-%20Assistant%20en%20formation%20des%20entreprises%20%28r%C3%A9f.%20Guichet%20202606021c4f%29"">com-epife@epefip.nc</a>. En cliquant sur ce lien, l'objet de votre message est automatiquement renseigné avec la référence de l'offre. Sinon, merci d'indiquer impérativement le n° de l'offre dans votre message, sans quoi votre demande ne pourra pas être traitée.",ODE,,,,,,,,M1605
2026060216e6,Commis / Commise de cuisine de collectivité,1,ACTIVE,G1602,2025-02-20 11:00:00+11:00,LIFOU,CDD,0,0,0,false,4,false,false,true,2026-06-02 21:40:40+11:00,2026-06-19 15:00:12+11:00,,"L’intitulé du poste : Aide cuisinier
Le code ROME correspondant au poste recherché : ROME G1602
Le lieu de travail : Cantine du Collège Hnathalo - LIFOU
Missions du poste :
Sous la responsabilité du chef cuisiner, contribue au bon fonctionnement de la cuisine et participe à la préparation des repas selon le plan de production et les règles de sécurité alimentaires de l’établissement.
La description des principales activités liées au poste :
? Préparer le plan de travail, les ustensiles de cuisine et mettre en fonctionnement les équipements ;
? Exécuter des opérations préalables à la préparation des repas (déconditionnement, décontamination, transformation) ;
? Participer à la réalisation des recettes sous la tutelle des cuisiniers ;
? Dresser et assembler des préparations ;
? Gérer les départs (contrôle des températures, mise en containers, enregistrement de la traçabilité, gestion des envois) ;
? Réceptionner, contrôler et ventiler les marchandises ;
? Assurer le service au self selon le poste assigné par le responsable ;
? Procéder au nettoyage, au maintien en l’état et au rangement de la vaisselle, du matériel, des ustensiles de cuisine, des équipements et des locaux de cuisine ;
? Respecter scrupuleusement les protocoles d’hygiène et de sécurité ;
? Assurer le service du petit-déjeuner.
NB : cette liste d’activités est non exhaustive, elle est susceptible d’évoluer en fonction des besoins du service.
Le diplôme requis :
BAC PRO / BP / CAP Cuisine ou diplôme équivalent
L’expérience demandée :
Expérience professionnelle de 5 ans en cuisine de collectivité souhaitée",,com-epife@epefip.nc,"Pour toute information complémentaire concernant cette offre d'emploi, vous pouvez contacter les conseillers de l'EPIFE à l'adresse suivante : <a href=""mailto:com-epife@epefip.nc?subject=Offre%20ODE%20%23145606%20-%20Commis%20%2F%20Commise%20de%20cuisine%20de%20collectivit%C3%A9%20%28r%C3%A9f.%20Guichet%202026060216e6%29"">com-epife@epefip.nc</a>. En cliquant sur ce lien, l'objet de votre message est automatiquement renseigné avec la référence de l'offre. Sinon, merci d'indiquer impérativement le n° de l'offre dans votre message, sans quoi votre demande ne pourra pas être traitée.",ODE,,,,,,,,G1602
